session_datetime,task_variant,task_name,metric,value
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,accB5,50.0
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,accB6,100.0
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,rtB3,453.661097807043
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,rtB4,311.932250976563
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,rtB5,597.285085042318
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,rtB6,326.107521057129
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,accB2,85.0
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,accB0,92.0
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,accB1,82.0
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,rtB2,353.465273611886
2022-07-02 19:09:37,ConnorBallGridshotUltimate,connorballgridshot,targetsTotal,162.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,accB5,50.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,accB1,70.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,killsPerSec,2.57062054
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,shotsTotal,200.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,killTotal,154.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,accTotal,77.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,rtTotal,379.734579408324
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,accB7,100.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,accB6,100.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,accB4,70.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,accB3,79.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,rtB3,385.507294113572
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,accB0,78.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,score,44366.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,rtB0,377.923125784738
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,rtB1,402.849084854126
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,rtB2,367.076774120331
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,targetsTotal,157.0
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,rtB4,453.800816127232
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,rtB5,522.217926025391
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,rtB6,226.744415283203
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,rtB7,261.298084259033
2022-07-02 19:10:54,ConnorBallGridshotUltimate,connorballgridshot,accB2,82.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,accB3,88.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,shotsTotal,208.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,killTotal,171.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,accTotal,82.21153
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,rtTotal,341.36885044031
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,killsPerSec,2.85442114
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,accB7,80.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,accB6,67.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,accB5,75.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,rtB7,382.762115478516
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,accB4,88.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,accB2,65.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,accB0,87.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,rtB6,407.505264282227
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,rtB5,397.317970275879
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,rtB4,334.385026114328
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,rtB3,328.560896774818
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,rtB0,303.509947613972
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,targetsTotal,174.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,rtB2,441.605867513021
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,rtB1,286.716771577534
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,score,52054.0
2022-07-02 19:12:15,ConnorBallGridshotUltimate,connorballgridshot,accB1,95.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,accB7,100.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,rtTotal,374.175233683009
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,accTotal,75.8454056
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,shotsTotal,207.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,accB6,100.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,targetsTotal,159.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,accB3,75.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,score,44801.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,accB5,60.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,rtB0,386.592683231129
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,accB4,75.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,killTotal,157.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,accB2,73.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,rtB7,274.686157226563
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,rtB6,241.489054361979
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,rtB2,415.578988817003
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,rtB4,380.489501953125
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,accB0,74.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,killsPerSec,2.62059784
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,rtB1,332.524109734429
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,accB1,82.0
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,rtB5,488.854044596354
2022-07-02 19:13:44,ConnorBallGridshotUltimate,connorballgridshot,rtB3,363.585554122925
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,accB5,1200.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,targetsTotal,23.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,score,33393.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,rtB0,386.592683231129
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,killsPerSec,0.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,shotsTotal,23.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,accTotal,24.1275387
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,rtTotal,374.175233683009
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,accB7,3400.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,accB6,1750.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,accB4,3400.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,accB3,6700.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,accB2,3333.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,rtB1,332.524109734429
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,rtB2,415.578988817003
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,rtB3,363.585554122925
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,rtB4,380.489501953125
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,killTotal,44.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,rtB6,241.489054361979
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,rtB7,274.686157226563
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,accB0,13300.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,accB1,0.0
2022-07-02 19:14:57,MotiontrackUltimate,motiontrack,rtB5,488.854044596354
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,rtB5,488.854044596354
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,rtB7,274.686157226563
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,accB7,2300.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,rtB4,380.489501953125
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,accB0,0.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,accB1,0.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,accB2,0.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,accB3,6700.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,accB4,3400.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,accB5,1325.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,rtB0,386.592683231129
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,rtB6,241.489054361979
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,rtB2,415.578988817003
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,accB6,1338.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,rtTotal,3290.79894422448
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,targetsTotal,23.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,killsPerSec,0.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,rtB3,363.585554122925
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,killTotal,45.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,accTotal,24.265379
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,score,34065.0
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,rtB1,332.524109734429
2022-07-02 19:16:09,MotiontrackUltimate,motiontrack,shotsTotal,24.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,rtB0,386.592683231129
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,targetsTotal,22.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,killsPerSec,0.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,shotsTotal,22.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,killTotal,42.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,rtTotal,3262.06550465459
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,rtB6,241.489054361979
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,accB7,6700.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,rtB5,488.854044596354
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,score,30803.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,rtB1,332.524109734429
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,accTotal,22.5391827
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,rtB3,363.585554122925
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,accB0,0.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,accB3,10000.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,accB4,2300.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,accB5,1943.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,accB6,786.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,accB2,6700.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,accB1,0.0
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,rtB2,415.578988817003
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,rtB4,380.489501953125
2022-07-02 19:20:16,MotiontrackUltimate,motiontrack,rtB7,274.686157226563
2022-07-02 19:21:29,CircletrackUltimate,circletrack,shotsTotal,0.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,accB7,0.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,accB3,0.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,accB4,0.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,accB5,0.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,accB6,0.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,accTotal,35.50516
2022-07-02 19:21:29,CircletrackUltimate,circletrack,rtTotal,3470.80984219638
2022-07-02 19:21:29,CircletrackUltimate,circletrack,accB1,0.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,killTotal,15.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,rtB7,274.686157226563
2022-07-02 19:21:29,CircletrackUltimate,circletrack,killsPerSec,0.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,accB2,0.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,rtB4,380.489501953125
2022-07-02 19:21:29,CircletrackUltimate,circletrack,accB0,0.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,rtB6,241.489054361979
2022-07-02 19:21:29,CircletrackUltimate,circletrack,rtB5,488.854044596354
2022-07-02 19:21:29,CircletrackUltimate,circletrack,rtB3,363.585554122925
2022-07-02 19:21:29,CircletrackUltimate,circletrack,rtB2,415.578988817003
2022-07-02 19:21:29,CircletrackUltimate,circletrack,rtB1,332.524109734429
2022-07-02 19:21:29,CircletrackUltimate,circletrack,rtB0,386.592683231129
2022-07-02 19:21:29,CircletrackUltimate,circletrack,score,40048.0
2022-07-02 19:21:29,CircletrackUltimate,circletrack,targetsTotal,16.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,accB7,0.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,rtTotal,3402.39408365885
2022-07-02 19:22:39,CircletrackUltimate,circletrack,accTotal,43.0636826
2022-07-02 19:22:39,CircletrackUltimate,circletrack,killTotal,19.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,accB6,0.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,killsPerSec,0.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,targetsTotal,20.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,accB0,0.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,rtB0,386.592683231129
2022-07-02 19:22:39,CircletrackUltimate,circletrack,score,55152.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,accB5,0.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,rtB6,241.489054361979
2022-07-02 19:22:39,CircletrackUltimate,circletrack,accB3,0.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,rtB3,363.585554122925
2022-07-02 19:22:39,CircletrackUltimate,circletrack,rtB5,488.854044596354
2022-07-02 19:22:39,CircletrackUltimate,circletrack,accB1,0.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,rtB1,332.524109734429
2022-07-02 19:22:39,CircletrackUltimate,circletrack,rtB4,380.489501953125
2022-07-02 19:22:39,CircletrackUltimate,circletrack,rtB2,415.578988817003
2022-07-02 19:22:39,CircletrackUltimate,circletrack,rtB7,274.686157226563
2022-07-02 19:22:39,CircletrackUltimate,circletrack,shotsTotal,0.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,accB2,0.0
2022-07-02 19:22:39,CircletrackUltimate,circletrack,accB4,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,accB1,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,accTotal,57.272934
2022-07-02 19:24:16,ArctrackStandard,arctrack,accB5,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,accB4,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,accB3,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,accB2,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,targetsTotal,1.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,killsPerSec,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,shotsTotal,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,killTotal,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,rtTotal,3112.54021895559
2022-07-02 19:24:16,ArctrackStandard,arctrack,accB0,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,rtB7,274.686157226563
2022-07-02 19:24:16,ArctrackStandard,arctrack,accB6,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,rtB5,488.854044596354
2022-07-02 19:24:16,ArctrackStandard,arctrack,score,58731.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,rtB0,386.592683231129
2022-07-02 19:24:16,ArctrackStandard,arctrack,accB7,0.0
2022-07-02 19:24:16,ArctrackStandard,arctrack,rtB2,415.578988817003
2022-07-02 19:24:16,ArctrackStandard,arctrack,rtB3,363.585554122925
2022-07-02 19:24:16,ArctrackStandard,arctrack,rtB4,380.489501953125
2022-07-02 19:24:16,ArctrackStandard,arctrack,rtB6,241.489054361979
2022-07-02 19:24:16,ArctrackStandard,arctrack,rtB1,332.524109734429
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,rtB0,387.899299258278
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,accB3,90.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,rtB4,298.554077148438
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,accB2,74.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,accB1,91.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,accB0,75.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,rtB7,297.520080566406
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,rtB6,216.426399230957
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,rtB5,482.810465494792
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,killTotal,168.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,rtB3,318.520369658599
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,rtB2,370.888094103014
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,accTotal,81.95122
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,score,50849.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,rtTotal,348.613761901855
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,accB6,100.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,rtB1,319.041825905824
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,accB7,100.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,accB5,60.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,targetsTotal,171.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,killsPerSec,2.80406
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,shotsTotal,205.0
2022-07-02 19:25:36,ConnorBallGridshotUltimate,connorballgridshot,accB4,100.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,accB4,88.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,accB2,88.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,targetsTotal,164.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,killsPerSec,2.68740988
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,shotsTotal,201.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,accTotal,80.0995
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,rtTotal,364.49714575347
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,accB7,77.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,accB6,83.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,accB5,94.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,accB3,76.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,killTotal,161.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,accB1,79.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,rtB7,401.57848815918
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,rtB6,339.941650390625
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,rtB5,303.445286051432
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,rtB4,332.347789219448
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,score,47749.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,rtB2,345.101419809702
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,rtB0,409.44659254286
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,accB0,72.0
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,rtB3,369.438005174909
2022-07-02 19:26:59,ConnorBallGridshotUltimate,connorballgridshot,rtB1,361.63569502397
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,rtB7,283.060679117839
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,rtTotal,334.496878487723
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,accB0,85.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,accB7,100.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,accB6,100.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,accB5,75.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,accB4,100.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,accB3,81.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,accB2,89.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,accB1,92.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,score,54912.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,accTotal,87.0646744
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,rtB5,387.823618570964
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,shotsTotal,201.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,targetsTotal,178.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,killsPerSec,2.921009
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,killTotal,175.0
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,rtB6,260.86626180013
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,rtB1,317.056439717611
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,rtB2,336.174109458923
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,rtB3,358.013217926026
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,rtB4,300.506912231445
2022-07-02 19:28:12,ConnorBallGridshotUltimate,connorballgridshot,rtB0,340.944194627845
2022-07-02 19:29:44,CircletrackUltimate,circletrack,accB7,0.0
